Country Name,Country Code,Counterpart-Area Name,Counterpart-Area Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Afghanistan,AFG,China,730,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,China,730,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Japan,701,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Japan,701,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,African Dev. Bank         ,913,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,African Dev. Bank         ,913,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Asian Dev. Bank   ,915,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,308312000,417818000,463602000,540925000,598761000,638114000,669462000,684363992,645343000,613532000,596694000,615011000,590144000,573753000
Afghanistan,AFG,Asian Dev. Bank   ,915,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,-254000,-699000,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Inter-American Dev. Bank,909,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Inter-American Dev. Bank,909,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,World Bank-IBRD                         ,901,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,World Bank-IBRD                         ,901,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,World Bank-IDA                         ,905,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,343427000,399183000,437607000,465822000,405910000,412513000,422308000,425760000,394587000,369722000,351221000,364172000,347934000,338272000
Afghanistan,AFG,World Bank-IDA                         ,905,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,-1053000,-2099000,-2083000,-71582000,..,..,-1143000,-3698000,-4301000,-4355000,-4329000,-4349000,-4334000
Afghanistan,AFG,France,004,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,France,004,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Russian Federation,087,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,806535000,850817000,849119295.5,893675423.5,894113082.5,894373597.5,906812062.3,953387000,996454000,1035835000,1071529000,1104363000,1134675000
Afghanistan,AFG,Russian Federation,087,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,-13185000,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,United States,302,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,132286000,118861000,112816000,112816000,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,United States,302,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,-5952000,-9374000,..,-112816000,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,United Kingdom,012,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,United Kingdom,012,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Germany, Fed.Rep. Of",005,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,15627000,16392000,17163235,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Germany, Fed.Rep. Of",005,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,-17163182.1,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Saudi Arabia,566,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,64888021.2,72213037.7,47143200,47143190.1,47143200,47143190.4,47143190.1,47143190.1,55530400,71789866.6,69189866.6,69538666.7,77318133.4,79376533.3
Afghanistan,AFG,Saudi Arabia,566,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,-23749324,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,India,646,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,India,646,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Italy,006,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1370330,1559090,1488500,23928420
Afghanistan,AFG,Italy,006,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,China,730,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,71638000,73738000,61176000,63076000,88083000,206862000,573818000,1090968000,1440374000,1574473000,4976230000,6485076000,6017385000,8193758000,9283638000,8789289000,17623651000,18592671000,17493168000,15724690000
Angola,AGO,China,730,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,-6387000,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Japan,701,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,55687685.6,49047133.5,51187953.4,375436530.3,310129465.9,40739170.9,..,..,..,..,..,39462168.9,163188978.5,155071287.7,631822127.3,743593983.4,698012068.5,639803915,553718698.1,468514639.4
Angola,AGO,Japan,701,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,African Dev. Bank         ,913,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,52413462.2,35051455.4,38142692,40422842,43007506.1,33429196.2,34959247.2,37355529.9,38471323.9,40860272.1,43964776.5,47987934.4,48048730,47467998.2,648356185.8,653391367.7,1059641278.4,1195831274.6,1209294660,1196015526.4
Angola,AGO,African Dev. Bank         ,913,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Asian Dev. Bank   ,915,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Asian Dev. Bank   ,915,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Inter-American Dev. Bank,909,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Inter-American Dev. Bank,909,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,World Bank-IBRD                         ,901,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,450000000,450000000,464640000,496387000,1109047000
Angola,AGO,World Bank-IBRD                         ,901,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,World Bank-IDA                         ,905,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,226426000,228393000,264763000,291456000,318373000,319346000,347333000,365087000,368888000,385211000,377702000,383663000,420275000,468408000,477956000,479183000,490247000,560256000,545941000,526778000
Angola,AGO,World Bank-IDA                         ,905,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,France,004,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,948356547.7,1342209718,1548086952.5,1607959078.9,1434499804.8,505772598.3,25437855,11713499.7,6893090.1,3497776.8,1079649.6,119063094.5,145060888,116407036.3,80283866.2,64690909.9,109634595.7,151573530.5,144489840,135948251
Angola,AGO,France,004,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,-5546962.4,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Russian Federation,087,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1206239592.2,185440857.1,159882112,160970994.6,24000000,24000000,19255000,13435000,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Russian Federation,087,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,-153967.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,United States,302,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,81093000,73205000,44429000,45426000,70480000,93157000,81192000,67754000,49590000,37231000,29727000,27767000,25807000,63021000,335026000,312396000,36255000,672437571.4,573236000,475320000
Angola,AGO,United States,302,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,United Kingdom,012,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,393025670.7,511005693.6,646417922.9,485552232.8,2466946340.1,4981491259.1,3221595433,4248384510.9,6342412637.9,5622138182.1,4277860727.7,4896493256.1,5763531999.4,7631559366.7,10305738569.7,8797921938.5,6993695172.5,4592496074.4,4006373555,3512155638.8
Angola,AGO,United Kingdom,012,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Germany, Fed.Rep. Of",005,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,62445356.5,62388655.7,62581576.4,163808546.7,35525552,2907960.5,39943293,99344668.5,137953654.2,156094772.4,129404289,125953401.6,146671101,139849014.6,94931693.1,69704017.5,53725368.8,128748091.2,92512405,69818286.2
Angola,AGO,"Germany, Fed.Rep. Of",005,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Saudi Arabia,566,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Saudi Arabia,566,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,India,646,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2904000,1904000,1904000,1904000,903000,17885000,17586000,36426000,34048000,31169000,26974000,34593000,55586000,53019000,50425000,47844000,58398000,54161000,43237000,36402000
Angola,AGO,India,646,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Italy,006,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,277893901.1,271780480.8,276701899.9,213212407.7,288206461.5,286070233,201774708,57812321.8,52378803.4,50177312.6,26807401.2,21762104.1,22152726,23155089,20384739,18279273,17698339,121812901,106471260,94705990.2
Angola,AGO,Italy,006,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,-13154000,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,China,730,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,103179719.3,144129526.3,167790812.8,162738643.2,158642143.7,155781514.1,152287874,139216470.4,85990808.7,70635551,12802786.6,50257106.2,235301883,502705537.7,888201846.9,919400207.8,974528893.2,1356992646.5,3099125133.7,3599642567.1
Bangladesh,BGD,China,730,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,-53041957.2,..,-4616553.9,..,..,..,..,..,..,..
Bangladesh,BGD,Japan,701,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,3029355894.7,2653171471.9,2808081734.4,3023155928.6,2950019208.8,2449597355.4,2285414039.6,1944745613.6,1934148760.2,1824158157.7,2016906077.6,2066868087.9,2116211195.5,1931539241.8,1951384283.7,2279261410.3,2706455479.8,4006209034.8,5113128214.4,6227868401.6
Bangladesh,BGD,Japan,701,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,-101063186.6,-141915674.8,..,-82498599.7,-202616210.5,-524800662,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,African Dev. Bank         ,913,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,African Dev. Bank         ,913,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Asian Dev. Bank   ,915,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,4180148000,3888955000,4600339198.2,5056832000,5341030000,4913088000,5187838000,5721323000,6187643000,7089959000,7248534000,7385934000,7730315000,7809791143,7525449000,7615095000,7909002000,8685378000,9169504000,9950834000
Bangladesh,BGD,Asian Dev. Bank   ,915,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Inter-American Dev. Bank,909,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Inter-American Dev. Bank,909,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,World Bank-IBRD                         ,901,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,23687000,17040000,12732000,7284000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,World Bank-IBRD                         ,901,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,World Bank-IDA                         ,905,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,6431291000,6459751000,7089943000,8061818000,8894550000,8687879000,9297235000,10077298000,10612974000,10746036000,10653176000,10712228000,11159220000,11582988000,11417309000,11533583000,11890490000,13620791000,14501231000,15788308000
Bangladesh,BGD,World Bank-IDA                         ,905,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,France,004,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,66208438,64797024.7,80593764.3,117038175.2,122068835.1,98789915.9,130609721.1,140575397.9,118125206.9,116023195.3,101812838.2,89885000.9,70056255.4,45974620.7,26075027.1,20502901.2,28878103.8,53459354.6,93282005,147819218.8
Bangladesh,BGD,France,004,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,-12464595.7,-18010268.8,..,..,..,..,..,..
Bangladesh,BGD,Russian Federation,087,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,81752942.6,73645055,67663580,57117955,36931875,29346875,13389875,6717875,34105,17950,..,..,100000000,308440000,308440000,308440000,393972000,961449000,1837827000,2417328000
Bangladesh,BGD,Russian Federation,087,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,United States,302,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,412791000,437807000,410459000,379317000,348961000,323113000,488557000,482670000,456267000,423710000,185335000,158519000,124211000,87123000,57227000,35031000,17423000,6760000,725000,324000
Bangladesh,BGD,United States,302,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,-192457000,..,-9462000,..,..,..,..,..,..,..
Bangladesh,BGD,United Kingdom,012,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,26295601,44278248.6,48983075.1,49031390.5,46187156.8,37422840.2,34977269.5,30275459.1,22407659.5,16691779.9,11438358.9,5678773.3,..,..,..,..,..,..,..,..
Bangladesh,BGD,United Kingdom,012,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,"Germany, Fed.Rep. Of",005,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7578755,22410706.6
Bangladesh,BGD,"Germany, Fed.Rep. Of",005,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Saudi Arabia,566,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,32639519.7,22742323.1,28292656.8,26065420.5,22061600,18132977.2,14253786.4,11575200,10164533.4,8218400,7465333.3,7816533.3,8074133.3,17124266.6,20141333.3,19195466.7,77895733.3,101575466.6,106093333.2,119482933.4
Bangladesh,BGD,Saudi Arabia,566,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,India,646,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,5777731.5,8589247.4,8606756,8608144.3,8585292.6,8381764.6,7803278.3,7963077,6513770.9,964051.4,668974.8,742769396.9,622320696.3,502313829.7,349741633.1,233079000,326062000,327013000,362189000,530262000
Bangladesh,BGD,India,646,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Italy,006,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Italy,006,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,China,730,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,36599903.8,40313285.3,47106786.1,40126741.3,38835498.1,64114719.2,101779322.3,123488686.1,128612244.8,127018173.2,122279733.6,137004287.5,151964676.2,146607736.3,200114423.8,253510349.7,241004489.4,290304687,319181964.2,302100758.6
Benin,BEN,China,730,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,-5795286.7,..,..,..,..,..,..,..,..,..,..
Benin,BEN,Japan,701,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,32741513.6,28543247.3,31376146.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,Japan,701,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,African Dev. Bank         ,913,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,244117120.7,255132519,285870340.2,324541791.9,378616073.2,357806310.7,76719886.8,106175417.7,133596858.7,162647837.7,199683370.2,219909004.2,232652802,306624780,311832101,311817094.5,336851897.7,430192500.6,438460950.1,447254192.4
Benin,BEN,African Dev. Bank         ,913,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,-1828141,-4180301.1,-4580000,-4788000,-4663893.3,-4642000,-328998000,-1000,-5884000,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,Asian Dev. Bank   ,915,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,Asian Dev. Bank   ,915,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,Inter-American Dev. Bank,909,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,Inter-American Dev. Bank,909,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,World Bank-IBRD                         ,901,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,World Bank-IBRD                         ,901,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,World Bank-IDA                         ,905,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,578385000,597575000,654006000,729466000,791436000,770800000,126088000,175648000,255435000,309173000,382606000,401777000,435370000,557308000,621713000,680457000,764505000,914161000,983851000,1081787000
Benin,BEN,World Bank-IDA                         ,905,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,-2337000,-5673000,-6728000,-7098000,-7760000,-8355000,-693646000,-2000,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,France,004,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,38382378.3,35875961.3,44196644.9,2503059,2699463,2337972,2610075,2917460,2558155.4,14629293,12220785,10492160.1,9292534.2,8202946.1,5855604.3,3991174.2,2611005.7,12541080.1,16879590,21629943.6
Benin,BEN,France,004,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,-45416730.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,Russian Federation,087,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,Russian Federation,087,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,United States,302,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,United States,302,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,United Kingdom,012,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,4025955.6,3913179.2,4348636.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,297700000,292084000
Benin,BEN,United Kingdom,012,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,-4409539.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,"Germany, Fed.Rep. Of",005,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2793697.7,2419273.1,2767636.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,400750000,89887727.6
Benin,BEN,"Germany, Fed.Rep. Of",005,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,-2939142.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,Saudi Arabia,566,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,1974381.1,2190133.3,2190666.6,4809324,15896000,23817333.4,26231200,33991200,37586666.7,38092000.1
Benin,BEN,Saudi Arabia,566,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,India,646,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,11014046,14265711,14497000,20148685,29873000,29767000,28767000,28319000,26594000,23254000
Benin,BEN,India,646,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,Italy,006,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,60253325.1,58856208.6,58588146,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,Italy,006,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,-59183184.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,China,730,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,China,730,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Japan,701,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,169686,162937.2,29109883.4,36607048.2,44601983.4,39810082.6,36762267.9,37701244.8,39075342.4,39592559.7,39420734.5,41779692.1
Bhutan,BTN,Japan,701,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,African Dev. Bank         ,913,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,African Dev. Bank         ,913,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Asian Dev. Bank   ,915,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,61229492.7,62387915.3,82920368.7,78346000,86664000,92245000,97084000,109067000,115991000,143767000,185773000,212009000,223082000,235386153,264490000,249926000,248217000,277379000,283692000,326197000
